Read file in one pass,File size is 64Kb
Block read entry,003DD00F
Block read exit,003DF09E
Block read entry,003DF1B3
Block read exit,003E14EB
Block read entry,003E1600
Block read exit,003E3709
Block read entry,003E381E
Block read exit,003E5BB3
Block read entry,003E5CC8
Block read exit,003E804B
Block read entry,003E8160
Block read exit,003EA2B6
Close entry,003EA386
Close exit,003EA440
Read file b-by-b low level,File size is 64Kb
Open entry,00000000
Open exit,0001908E
Block read entry,0001919D
Block read exit,0001C260
Block read entry,0001C375
Block read exit,0001E662
Block read entry,0001E777
Block read exit,00020BAC
Block read entry,00020CC1
Block read exit,00022FFC
Block read entry,00023111
Block read exit,00025461
Block read entry,00025576
Block read exit,00027999
Block read entry,00027AAE
Block read exit,00029BF3
Block read entry,00029D08
Block read exit,0002C0E0
Block read entry,0002C1F5
Block read exit,0002E617
Block read entry,0002E72C
Block read exit,00030883
Block read entry,00030998
Block read exit,00032D6A
Block read entry,00032E7F
Block read exit,00034FDD
Block read entry,000350F2
Block read exit,00037237
Block read entry,0003734C
Block read exit,0003976D
Block read entry,00039882
Block read exit,0003B9E0
Block read entry,0003BAF5
Block read exit,0003DC4F
Block read entry,0003DD64
Block read exit,00040179
Block read entry,0004028E
Block read exit,000423EC
Block read entry,00042501
Block read exit,000448D9
Block read entry,000449EE
Block read exit,00046E20
Block read entry,00046F35
Block read exit,0004907A
Block read entry,0004918F
Block read exit,0004B575
Block read entry,0004B68A
Block read exit,0004D7EB
Block read entry,0004D900
Block read exit,0004FAB4
Block read entry,0004FBC9
Block read exit,00051FE5
Block read entry,000520FA
Block read exit,000542B5
Block read entry,000543CA
Block read exit,000565D6
Block read entry,000566EB
Block read exit,00058B24
Block read entry,00058C39
Block read exit,0005AE4E
Block read entry,0005AF63
Block read exit,0005D443
Block read entry,0005D558
Block read exit,0005F97B
Block read entry,0005FA90
Block read exit,00061D63
Block read entry,00061E78
Block read exit,000643B5
Block read entry,000644CA
Block read exit,00066903
Block read entry,00066A18
Block read exit,00068D17
Block read entry,00068E2C
Block read exit,0006B3E2
Block read entry,0006B4F7
Block read exit,0006DB0D
Block read entry,0006DC22
Block read exit,0006FD87
Block read entry,0006FE9C
Block read exit,00072262
Block read entry,00072377
Block read exit,000744CF
Block read entry,000745E5
Block read exit,00076743
Block read entry,00076858
Block read exit,00078C8D
Block read entry,00078DA2
Block read exit,0007AEFC
Block read entry,0007B011
Block read exit,0007D3E9
Block read entry,0007D4FE
Block read exit,0007F91E
Block read entry,0007FA33
Block read exit,00081B77
Block read entry,00081C8C
Block read exit,00084061
Block read entry,00084176
Block read exit,00086538
Block read entry,0008664D
Block read exit,0008879F
Block read entry,000888B4
Block read exit,0008ACE2
Block read entry,0008ADF7
Block read exit,0008CF4E
Block read entry,0008D064
Block read exit,0008F1C2
Block read entry,0008F2D7
Block read exit,000916FA
Block read entry,0009180F
Block read exit,00093950
Block read entry,00093A65
Block read exit,00095E41
Block read entry,00095F56
Block read exit,00098376
Block read entry,0009848B
Block read exit,0009A5E9
Block read entry,0009A6FE
Block read exit,0009CB16
Block read entry,0009CC2B
Block read exit,0009F078
Block read entry,0009F18D
Block read exit,000A1381
Block read entry,000A1496
Block read exit,000A3976
Block read entry,000A3A8B
Block read exit,000A5CF4
Block read entry,000A5E09
Block read exit,000A8048
Block read entry,000A815D
Block read exit,000AA57C
Block read entry,000AA691
Block read exit,000AC910
Block read entry,000ACA25
Block read exit,000AECD6
Block read entry,000AEDEB
Block read exit,000B1209
Block read entry,000B131E
Block read exit,000B35FD
Block read entry,000B3712
Block read exit,000B5C8B
Block read entry,000B5DA0
Block read exit,000B81C0
Block read entry,000B82D5
Block read exit,000BA41D
Block read entry,000BA532
Block read exit,000BC907
Block read entry,000BCA1C
Block read exit,000BEE4A
Block read entry,000BEF5F
Block read exit,000C10BC
Block read entry,000C11D1
Block read exit,000C35A2
Block read entry,000C36B7
Block read exit,000C5815
Block read entry,000C592A
Block read exit,000C7A73
Block read entry,000C7B88
Block read exit,000C9FAB
Block read entry,000CA0C0
Block read exit,000CC1FE
Block read entry,000CC313
Block read exit,000CE46E
Block read entry,000CE583
Block read exit,000D099F
Block read entry,000D0AB4
Block read exit,000D2C07
Block read entry,000D2D1C
Block read exit,000D5109
Block read entry,000D521E
Block read exit,000D766C
Block read entry,000D7781
Block read exit,000D98C5
Block read entry,000D99DA
Block read exit,000DBDEC
Block read entry,000DBF01
Block read exit,000DE06D
Block read entry,000DE182
Block read exit,000E0304
Block read entry,000E0419
Block read exit,000E2847
Block read entry,000E295C
Block read exit,000E4B9E
Block read entry,000E4CB3
Block read exit,000E6E88
Block read entry,000E6F9D
Block read exit,000E93D5
Block read entry,000E94EA
Block read exit,000EB701
Block read entry,000EB816
Block read exit,000EDCEF
Block read entry,000EDE04
Block read exit,000F021D
Block read entry,000F0332
Block read exit,000F2607
Block read entry,000F271C
Block read exit,000F4C58
Block read entry,000F4D6D
Block read exit,000F7190
Block read entry,000F72A5
Block read exit,000F95B6
Block read entry,000F96CB
Block read exit,000FBC7A
Block read entry,000FBD8F
Block read exit,000FE3B1
Block read entry,000FE4C6
Block read exit,0010060F
Block read entry,00100724
Block read exit,00102AE7
Block read entry,00102BFC
Block read exit,00104D41
Block read entry,00104E57
Block read exit,00106FB0
Block read entry,001070C5
Block read exit,001094F3
Block read entry,00109608
Block read exit,0010B766
Block read entry,0010B87B
Block read exit,0010DC61
Block read entry,0010DD76
Block read exit,00110190
Block read entry,001102A5
Block read exit,001123E9
Block read entry,001124FE
Block read exit,001148D6
Block read entry,001149EB
Block read exit,00116DA6
